[     223ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3100/node_modules/.vite/deps/react-dom_client.js?v=16351df5:20102
[  643593ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  647613ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  662634ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  663652ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  665672ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  669689ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  684707ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  685724ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  687743ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  691760ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  706774ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  707791ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  709812ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  713824ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  728841ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  729858ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  731870ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  735890ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  750907ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  751924ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  753937ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  757949ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  772966ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  773983ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  776006ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  780026ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  795047ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  796068ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  798085ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  802099ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  817117ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  818132ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  820153ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  824174ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  839193ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
[  840213ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3100/api/companies/22266d4d-5326-4501-ad12-f181b4330d95/sidebar-badges:0
